group_id,class_id,class_name,class_name_upper,has_name
8,181,GroundHeatTransfer:Slab:ManualGrid,GROUNDHEATTRANSFER:SLAB:MANUALGRID,FALSE
8,182,GroundHeatTransfer:Slab:XFACE,GROUNDHEATTRANSFER:SLAB:XFACE,FALSE
8,183,GroundHeatTransfer:Slab:YFACE,GROUNDHEATTRANSFER:SLAB:YFACE,FALSE
8,184,GroundHeatTransfer:Slab:ZFACE,GROUNDHEATTRANSFER:SLAB:ZFACE,FALSE
8,185,GroundHeatTransfer:Basement:SimParameters,GROUNDHEATTRANSFER:BASEMENT:SIMPARAMETERS,FALSE
8,186,GroundHeatTransfer:Basement:MatlProps,GROUNDHEATTRANSFER:BASEMENT:MATLPROPS,FALSE
8,187,GroundHeatTransfer:Basement:Insulation,GROUNDHEATTRANSFER:BASEMENT:INSULATION,FALSE
8,188,GroundHeatTransfer:Basement:SurfaceProps,GROUNDHEATTRANSFER:BASEMENT:SURFACEPROPS,FALSE
8,189,GroundHeatTransfer:Basement:BldgData,GROUNDHEATTRANSFER:BASEMENT:BLDGDATA,FALSE
8,190,GroundHeatTransfer:Basement:Interior,GROUNDHEATTRANSFER:BASEMENT:INTERIOR,FALSE
8,191,GroundHeatTransfer:Basement:ComBldg,GROUNDHEATTRANSFER:BASEMENT:COMBLDG,FALSE
8,192,GroundHeatTransfer:Basement:EquivSlab,GROUNDHEATTRANSFER:BASEMENT:EQUIVSLAB,FALSE
8,193,GroundHeatTransfer:Basement:EquivAutoGrid,GROUNDHEATTRANSFER:BASEMENT:EQUIVAUTOGRID,FALSE
8,194,GroundHeatTransfer:Basement:AutoGrid,GROUNDHEATTRANSFER:BASEMENT:AUTOGRID,FALSE
8,195,GroundHeatTransfer:Basement:ManualGrid,GROUNDHEATTRANSFER:BASEMENT:MANUALGRID,FALSE
8,196,GroundHeatTransfer:Basement:XFACE,GROUNDHEATTRANSFER:BASEMENT:XFACE,FALSE
8,197,GroundHeatTransfer:Basement:YFACE,GROUNDHEATTRANSFER:BASEMENT:YFACE,FALSE
8,198,GroundHeatTransfer:Basement:ZFACE,GROUNDHEATTRANSFER:BASEMENT:ZFACE,FALSE
9,199,RoomAirModelType,ROOMAIRMODELTYPE,TRUE
9,200,RoomAir:TemperaturePattern:UserDefined,ROOMAIR:TEMPERATUREPATTERN:USERDEFINED,TRUE
9,201,RoomAir:TemperaturePattern:ConstantGradient,ROOMAIR:TEMPERATUREPATTERN:CONSTANTGRADIENT,TRUE
9,202,RoomAir:TemperaturePattern:TwoGradient,ROOMAIR:TEMPERATUREPATTERN:TWOGRADIENT,TRUE
9,203,RoomAir:TemperaturePattern:NondimensionalHeight,ROOMAIR:TEMPERATUREPATTERN:NONDIMENSIONALHEIGHT,TRUE
9,204,RoomAir:TemperaturePattern:SurfaceMapping,ROOMAIR:TEMPERATUREPATTERN:SURFACEMAPPING,TRUE
9,205,RoomAir:Node,ROOMAIR:NODE,TRUE
9,206,RoomAirSettings:OneNodeDisplacementVentilation,ROOMAIRSETTINGS:ONENODEDISPLACEMENTVENTILATION,FALSE
9,207,RoomAirSettings:ThreeNodeDisplacementVentilation,ROOMAIRSETTINGS:THREENODEDISPLACEMENTVENTILATION,FALSE
9,208,RoomAirSettings:CrossVentilation,ROOMAIRSETTINGS:CROSSVENTILATION,FALSE
9,209,RoomAirSettings:UnderFloorAirDistributionInterior,ROOMAIRSETTINGS:UNDERFLOORAIRDISTRIBUTIONINTERIOR,FALSE
9,210,RoomAirSettings:UnderFloorAirDistributionExterior,ROOMAIRSETTINGS:UNDERFLOORAIRDISTRIBUTIONEXTERIOR,FALSE
9,211,RoomAir:Node:AirflowNetwork,ROOMAIR:NODE:AIRFLOWNETWORK,TRUE
9,212,RoomAir:Node:AirflowNetwork:AdjacentSurfaceList,ROOMAIR:NODE:AIRFLOWNETWORK:ADJACENTSURFACELIST,TRUE
9,213,RoomAir:Node:AirflowNetwork:InternalGains,ROOMAIR:NODE:AIRFLOWNETWORK:INTERNALGAINS,TRUE
9,214,RoomAir:Node:AirflowNetwork:HVACEquipment,ROOMAIR:NODE:AIRFLOWNETWORK:HVACEQUIPMENT,TRUE
9,215,RoomAirSettings:AirflowNetwork,ROOMAIRSETTINGS:AIRFLOWNETWORK,TRUE
10,216,People,PEOPLE,TRUE
10,217,ComfortViewFactorAngles,COMFORTVIEWFACTORANGLES,TRUE
10,218,Lights,LIGHTS,TRUE
10,219,ElectricEquipment,ELECTRICEQUIPMENT,TRUE
10,220,GasEquipment,GASEQUIPMENT,TRUE
10,221,HotWaterEquipment,HOTWATEREQUIPMENT,TRUE
10,222,SteamEquipment,STEAMEQUIPMENT,TRUE
10,223,OtherEquipment,OTHEREQUIPMENT,TRUE
10,224,ZoneBaseboard:OutdoorTemperatureControlled,ZONEBASEBOARD:OUTDOORTEMPERATURECONTROLLED,TRUE
10,225,ZoneContaminantSourceAndSink:CarbonDioxide,ZONECONTAMINANTSOURCEANDSINK:CARBONDIOXIDE,TRUE
10,226,ZoneContaminantSourceAndSink:Generic:Constant,ZONECONTAMINANTSOURCEANDSINK:GENERIC:CONSTANT,TRUE
10,227,SurfaceContaminantSourceAndSink:Generic:PressureDriven,SURFACECONTAMINANTSOURCEANDSINK:GENERIC:PRESSUREDRIVEN,TRUE
10,228,ZoneContaminantSourceAndSink:Generic:CutoffModel,ZONECONTAMINANTSOURCEANDSINK:GENERIC:CUTOFFMODEL,TRUE
10,229,ZoneContaminantSourceAndSink:Generic:DecaySource,ZONECONTAMINANTSOURCEANDSINK:GENERIC:DECAYSOURCE,TRUE
10,230,SurfaceContaminantSourceAndSink:Generic:BoundaryLayerDiffusion,SURFACECONTAMINANTSOURCEANDSINK:GENERIC:BOUNDARYLAYERDIFFUSION,TRUE
10,231,SurfaceContaminantSourceAndSink:Generic:DepositionVelocitySink,SURFACECONTAMINANTSOURCEANDSINK:GENERIC:DEPOSITIONVELOCITYSINK,TRUE
10,232,ZoneContaminantSourceAndSink:Generic:DepositionRateSink,ZONECONTAMINANTSOURCEANDSINK:GENERIC:DEPOSITIONRATESINK,TRUE
10,233,ElectricEquipment:ITE:AirCooled,ELECTRICEQUIPMENT:ITE:AIRCOOLED,TRUE
10,234,SwimmingPool:Indoor,SWIMMINGPOOL:INDOOR,TRUE
11,235,Daylighting:Controls,DAYLIGHTING:CONTROLS,FALSE
11,236,Daylighting:DELight:Controls,DAYLIGHTING:DELIGHT:CONTROLS,TRUE
11,237,Daylighting:DELight:ReferencePoint,DAYLIGHTING:DELIGHT:REFERENCEPOINT,TRUE
11,238,Daylighting:DELight:ComplexFenestration,DAYLIGHTING:DELIGHT:COMPLEXFENESTRATION,TRUE
11,239,DaylightingDevice:Tubular,DAYLIGHTINGDEVICE:TUBULAR,TRUE
11,240,DaylightingDevice:Shelf,DAYLIGHTINGDEVICE:SHELF,TRUE
11,241,DaylightingDevice:LightWell,DAYLIGHTINGDEVICE:LIGHTWELL,FALSE
11,242,Output:DaylightFactors,OUTPUT:DAYLIGHTFACTORS,FALSE
11,243,Output:IlluminanceMap,OUTPUT:ILLUMINANCEMAP,TRUE
11,244,OutputControl:IlluminanceMap:Style,OUTPUTCONTROL:ILLUMINANCEMAP:STYLE,FALSE
11,245,Daylighting:ReferencePoint,DAYLIGHTING:REFERENCEPOINT,TRUE
12,246,ZoneInfiltration:DesignFlowRate,ZONEINFILTRATION:DESIGNFLOWRATE,TRUE
12,247,ZoneInfiltration:EffectiveLeakageArea,ZONEINFILTRATION:EFFECTIVELEAKAGEAREA,TRUE
12,248,ZoneInfiltration:FlowCoefficient,ZONEINFILTRATION:FLOWCOEFFICIENT,TRUE
12,249,ZoneVentilation:DesignFlowRate,ZONEVENTILATION:DESIGNFLOWRATE,TRUE
12,250,ZoneVentilation:WindandStackOpenArea,ZONEVENTILATION:WINDANDSTACKOPENAREA,TRUE
12,251,ZoneAirBalance:OutdoorAir,ZONEAIRBALANCE:OUTDOORAIR,TRUE
12,252,ZoneMixing,ZONEMIXING,TRUE
12,253,ZoneCrossMixing,ZONECROSSMIXING,TRUE
12,254,ZoneRefrigerationDoorMixing,ZONEREFRIGERATIONDOORMIXING,TRUE
12,255,ZoneEarthtube,ZONEEARTHTUBE,FALSE
12,256,ZoneCoolTower:Shower,ZONECOOLTOWER:SHOWER,TRUE
12,257,ZoneThermalChimney,ZONETHERMALCHIMNEY,TRUE
13,258,AirflowNetwork:SimulationControl,AIRFLOWNETWORK:SIMULATIONCONTROL,TRUE
13,259,AirflowNetwork:MultiZone:Zone,AIRFLOWNETWORK:MULTIZONE:ZONE,FALSE
13,260,AirflowNetwork:MultiZone:Surface,AIRFLOWNETWORK:MULTIZONE:SURFACE,FALSE
13,261,AirflowNetwork:MultiZone:ReferenceCrackConditions,AIRFLOWNETWORK:MULTIZONE:REFERENCECRACKCONDITIONS,TRUE
13,262,AirflowNetwork:MultiZone:Surface:Crack,AIRFLOWNETWORK:MULTIZONE:SURFACE:CRACK,TRUE
13,263,AirflowNetwork:MultiZone:Surface:EffectiveLeakageArea,AIRFLOWNETWORK:MULTIZONE:SURFACE:EFFECTIVELEAKAGEAREA,TRUE
13,264,AirflowNetwork:MultiZone:Component:DetailedOpening,AIRFLOWNETWORK:MULTIZONE:COMPONENT:DETAILEDOPENING,TRUE
13,265,AirflowNetwork:MultiZone:Component:SimpleOpening,AIRFLOWNETWORK:MULTIZONE:COMPONENT:SIMPLEOPENING,TRUE
13,266,AirflowNetwork:MultiZone:Component:HorizontalOpening,AIRFLOWNETWORK:MULTIZONE:COMPONENT:HORIZONTALOPENING,TRUE
13,267,AirflowNetwork:MultiZone:Component:ZoneExhaustFan,AIRFLOWNETWORK:MULTIZONE:COMPONENT:ZONEEXHAUSTFAN,FALSE
13,268,AirflowNetwork:MultiZone:ExternalNode,AIRFLOWNETWORK:MULTIZONE:EXTERNALNODE,TRUE
13,269,AirflowNetwork:MultiZone:WindPressureCoefficientArray,AIRFLOWNETWORK:MULTIZONE:WINDPRESSURECOEFFICIENTARRAY,TRUE
13,270,AirflowNetwork:MultiZone:WindPressureCoefficientValues,AIRFLOWNETWORK:MULTIZONE:WINDPRESSURECOEFFICIENTVALUES,TRUE
13,271,AirflowNetwork:Distribution:Node,AIRFLOWNETWORK:DISTRIBUTION:NODE,TRUE
13,272,AirflowNetwork:Distribution:Component:Leak,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:LEAK,TRUE
13,273,AirflowNetwork:Distribution:Component:LeakageRatio,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:LEAKAGERATIO,TRUE
13,274,AirflowNetwork:Distribution:Component:Duct,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:DUCT,TRUE
13,275,AirflowNetwork:Distribution:Component:ConstantVolumeFan,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:CONSTANTVOLUMEFAN,FALSE
13,276,AirflowNetwork:Distribution:Component:Fan,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:FAN,FALSE
13,277,AirflowNetwork:Distribution:Component:Coil,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:COIL,FALSE
13,278,AirflowNetwork:Distribution:Component:HeatExchanger,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:HEATEXCHANGER,FALSE
13,279,AirflowNetwork:Distribution:Component:TerminalUnit,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:TERMINALUNIT,FALSE
13,280,AirflowNetwork:Distribution:Component:ConstantPressureDrop,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:CONSTANTPRESSUREDROP,TRUE
13,281,AirflowNetwork:Distribution:Linkage,AIRFLOWNETWORK:DISTRIBUTION:LINKAGE,TRUE
13,282,AirflowNetwork:ZoneControl:PressureController,AIRFLOWNETWORK:ZONECONTROL:PRESSURECONTROLLER,TRUE
13,283,AirflowNetwork:OccupantVentilationControl,AIRFLOWNETWORK:OCCUPANTVENTILATIONCONTROL,TRUE
13,284,AirflowNetwork:Distribution:Component:OutdoorAirFlow,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:OUTDOORAIRFLOW,TRUE
13,285,AirflowNetwork:Distribution:Component:ReliefAirFlow,AIRFLOWNETWORK:DISTRIBUTION:COMPONENT:RELIEFAIRFLOW,TRUE
13,286,AirflowNetwork:IntraZone:Node,AIRFLOWNETWORK:INTRAZONE:NODE,TRUE
13,287,AirflowNetwork:IntraZone:Linkage,AIRFLOWNETWORK:INTRAZONE:LINKAGE,TRUE
13,288,AirflowNetwork:Distribution:DuctViewFactors,AIRFLOWNETWORK:DISTRIBUTION:DUCTVIEWFACTORS,FALSE
14,289,Exterior:Lights,EXTERIOR:LIGHTS,TRUE
14,290,Exterior:FuelEquipment,EXTERIOR:FUELEQUIPMENT,TRUE
14,291,Exterior:WaterEquipment,EXTERIOR:WATEREQUIPMENT,TRUE
15,292,HVACTemplate:Thermostat,HVACTEMPLATE:THERMOSTAT,TRUE
15,293,HVACTemplate:Zone:IdealLoadsAirSystem,HVACTEMPLATE:ZONE:IDEALLOADSAIRSYSTEM,FALSE
15,294,HVACTemplate:Zone:FanCoil,HVACTEMPLATE:ZONE:FANCOIL,FALSE
15,295,HVACTemplate:Zone:PTAC,HVACTEMPLATE:ZONE:PTAC,FALSE
15,296,HVACTemplate:Zone:PTHP,HVACTEMPLATE:ZONE:PTHP,FALSE
15,297,HVACTemplate:Zone:Unitary,HVACTEMPLATE:ZONE:UNITARY,FALSE
15,298,HVACTemplate:Zone:VAV,HVACTEMPLATE:ZONE:VAV,FALSE
15,299,HVACTemplate:Zone:VAV:FanPowered,HVACTEMPLATE:ZONE:VAV:FANPOWERED,FALSE
15,300,HVACTemplate:Zone:WaterToAirHeatPump,HVACTEMPLATE:ZONE:WATERTOAIRHEATPUMP,FALSE
15,301,HVACTemplate:System:Unitary,HVACTEMPLATE:SYSTEM:UNITARY,TRUE
15,302,HVACTemplate:System:UnitaryHeatPump:AirToAir,HVACTEMPLATE:SYSTEM:UNITARYHEATPUMP:AIRTOAIR,TRUE
15,303,HVACTemplate:System:VAV,HVACTEMPLATE:SYSTEM:VAV,TRUE
15,304,HVACTemplate:System:PackagedVAV,HVACTEMPLATE:SYSTEM:PACKAGEDVAV,TRUE
15,305,HVACTemplate:System:DedicatedOutdoorAir,HVACTEMPLATE:SYSTEM:DEDICATEDOUTDOORAIR,TRUE
15,306,HVACTemplate:Zone:BaseboardHeat,HVACTEMPLATE:ZONE:BASEBOARDHEAT,FALSE
15,307,HVACTemplate:Plant:ChilledWaterLoop,HVACTEMPLATE:PLANT:CHILLEDWATERLOOP,TRUE
15,308,HVACTemplate:Plant:Chiller,HVACTEMPLATE:PLANT:CHILLER,TRUE
15,309,HVACTemplate:Plant:Chiller:ObjectReference,HVACTEMPLATE:PLANT:CHILLER:OBJECTREFERENCE,TRUE
15,310,HVACTemplate:Plant:Tower,HVACTEMPLATE:PLANT:TOWER,TRUE
15,311,HVACTemplate:Plant:Tower:ObjectReference,HVACTEMPLATE:PLANT:TOWER:OBJECTREFERENCE,TRUE
15,312,HVACTemplate:Zone:VRF,HVACTEMPLATE:ZONE:VRF,FALSE
15,313,HVACTemplate:Plant:HotWaterLoop,HVACTEMPLATE:PLANT:HOTWATERLOOP,TRUE
15,314,HVACTemplate:Plant:Boiler,HVACTEMPLATE:PLANT:BOILER,TRUE
15,315,HVACTemplate:Plant:Boiler:ObjectReference,HVACTEMPLATE:PLANT:BOILER:OBJECTREFERENCE,TRUE
15,316,HVACTemplate:Plant:MixedWaterLoop,HVACTEMPLATE:PLANT:MIXEDWATERLOOP,TRUE
15,317,HVACTemplate:Zone:VAV:HeatAndCool,HVACTEMPLATE:ZONE:VAV:HEATANDCOOL,FALSE
15,318,HVACTemplate:Zone:ConstantVolume,HVACTEMPLATE:ZONE:CONSTANTVOLUME,FALSE
15,319,HVACTemplate:Zone:DualDuct,HVACTEMPLATE:ZONE:DUALDUCT,FALSE
15,320,HVACTemplate:System:VRF,HVACTEMPLATE:SYSTEM:VRF,TRUE
15,321,HVACTemplate:System:UnitarySystem,HVACTEMPLATE:SYSTEM:UNITARYSYSTEM,TRUE
15,322,HVACTemplate:System:ConstantVolume,HVACTEMPLATE:SYSTEM:CONSTANTVOLUME,TRUE
15,323,HVACTemplate:System:DualDuct,HVACTEMPLATE:SYSTEM:DUALDUCT,TRUE
16,324,DesignSpecification:OutdoorAir,DESIGNSPECIFICATION:OUTDOORAIR,TRUE
16,325,DesignSpecification:ZoneAirDistribution,DESIGNSPECIFICATION:ZONEAIRDISTRIBUTION,TRUE
16,326,Sizing:Parameters,SIZING:PARAMETERS,FALSE
16,327,Sizing:Zone,SIZING:ZONE,FALSE
16,328,Sizing:System,SIZING:SYSTEM,FALSE
16,329,Sizing:Plant,SIZING:PLANT,FALSE
16,330,OutputControl:Sizing:Style,OUTPUTCONTROL:SIZING:STYLE,FALSE
16,331,DesignSpecification:ZoneHVAC:Sizing,DESIGNSPECIFICATION:ZONEHVAC:SIZING,TRUE
16,332,DesignSpecification:AirTerminal:Sizing,DESIGNSPECIFICATION:AIRTERMINAL:SIZING,TRUE
17,333,ZoneControl:Humidistat,ZONECONTROL:HUMIDISTAT,TRUE
17,334,ZoneControl:Thermostat,ZONECONTROL:THERMOSTAT,TRUE
17,335,ZoneControl:Thermostat:OperativeTemperature,ZONECONTROL:THERMOSTAT:OPERATIVETEMPERATURE,FALSE
17,336,ZoneControl:Thermostat:ThermalComfort,ZONECONTROL:THERMOSTAT:THERMALCOMFORT,TRUE
17,337,ZoneControl:Thermostat:TemperatureAndHumidity,ZONECONTROL:THERMOSTAT:TEMPERATUREANDHUMIDITY,FALSE
17,338,ThermostatSetpoint:SingleHeating,THERMOSTATSETPOINT:SINGLEHEATING,TRUE
17,339,ThermostatSetpoint:SingleCooling,THERMOSTATSETPOINT:SINGLECOOLING,TRUE
17,340,ThermostatSetpoint:SingleHeatingOrCooling,THERMOSTATSETPOINT:SINGLEHEATINGORCOOLING,TRUE
17,341,ThermostatSetpoint:DualSetpoint,THERMOSTATSETPOINT:DUALSETPOINT,TRUE
17,342,ThermostatSetpoint:ThermalComfort:Fanger:SingleHeating,THERMOSTATSETPOINT:THERMALCOMFORT:FANGER:SINGLEHEATING,TRUE
17,343,ThermostatSetpoint:ThermalComfort:Fanger:SingleCooling,THERMOSTATSETPOINT:THERMALCOMFORT:FANGER:SINGLECOOLING,TRUE
17,344,ThermostatSetpoint:ThermalComfort:Fanger:SingleHeatingOrCooling,THERMOSTATSETPOINT:THERMALCOMFORT:FANGER:SINGLEHEATINGORCOOLING,TRUE
17,345,ThermostatSetpoint:ThermalComfort:Fanger:DualSetpoint,THERMOSTATSETPOINT:THERMALCOMFORT:FANGER:DUALSETPOINT,TRUE
17,346,ZoneControl:ContaminantController,ZONECONTROL:CONTAMINANTCONTROLLER,TRUE
17,347,ZoneControl:Thermostat:StagedDualSetpoint,ZONECONTROL:THERMOSTAT:STAGEDDUALSETPOINT,TRUE
18,348,ZoneHVAC:IdealLoadsAirSystem,ZONEHVAC:IDEALLOADSAIRSYSTEM,TRUE
18,349,ZoneHVAC:FourPipeFanCoil,ZONEHVAC:FOURPIPEFANCOIL,TRUE
18,350,ZoneHVAC:WindowAirConditioner,ZONEHVAC:WINDOWAIRCONDITIONER,TRUE
18,351,ZoneHVAC:PackagedTerminalAirConditioner,ZONEHVAC:PACKAGEDTERMINALAIRCONDITIONER,TRUE
18,352,ZoneHVAC:PackagedTerminalHeatPump,ZONEHVAC:PACKAGEDTERMINALHEATPUMP,TRUE
18,353,ZoneHVAC:WaterToAirHeatPump,ZONEHVAC:WATERTOAIRHEATPUMP,TRUE
18,354,ZoneHVAC:Dehumidifier:DX,ZONEHVAC:DEHUMIDIFIER:DX,TRUE
18,355,ZoneHVAC:EnergyRecoveryVentilator,ZONEHVAC:ENERGYRECOVERYVENTILATOR,TRUE
18,356,ZoneHVAC:EnergyRecoveryVentilator:Controller,ZONEHVAC:ENERGYRECOVERYVENTILATOR:CONTROLLER,TRUE
18,357,ZoneHVAC:UnitVentilator,ZONEHVAC:UNITVENTILATOR,TRUE
18,358,ZoneHVAC:UnitHeater,ZONEHVAC:UNITHEATER,TRUE
18,359,ZoneHVAC:OutdoorAirUnit,ZONEHVAC:OUTDOORAIRUNIT,TRUE
18,360,ZoneHVAC:OutdoorAirUnit:EquipmentList,ZONEHVAC:OUTDOORAIRUNIT:EQUIPMENTLIST,TRUE
18,361,ZoneHVAC:TerminalUnit:VariableRefrigerantFlow,ZONEHVAC:TERMINALUNIT:VARIABLEREFRIGERANTFLOW,TRUE
18,362,ZoneHVAC:EvaporativeCoolerUnit,ZONEHVAC:EVAPORATIVECOOLERUNIT,TRUE
18,363,ZoneHVAC:HybridUnitaryHVAC,ZONEHVAC:HYBRIDUNITARYHVAC,TRUE
19,364,ZoneHVAC:Baseboard:RadiantConvective:Water,ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:WATER,TRUE
19,365,ZoneHVAC:Baseboard:RadiantConvective:Steam,ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:STEAM,TRUE
19,366,ZoneHVAC:Baseboard:RadiantConvective:Electric,ZONEHVAC:BASEBOARD:RADIANTCONVECTIVE:ELECTRIC,TRUE
19,367,ZoneHVAC:Baseboard:Convective:Water,ZONEHVAC:BASEBOARD:CONVECTIVE:WATER,TRUE
19,368,ZoneHVAC:Baseboard:Convective:Electric,ZONEHVAC:BASEBOARD:CONVECTIVE:ELECTRIC,TRUE
19,369,ZoneHVAC:LowTemperatureRadiant:VariableFlow,ZONEHVAC:LOWTEMPERATURERADIANT:VARIABLEFLOW,TRUE
19,370,ZoneHVAC:LowTemperatureRadiant:ConstantFlow,ZONEHVAC:LOWTEMPERATURERADIANT:CONSTANTFLOW,TRUE
19,371,ZoneHVAC:LowTemperatureRadiant:Electric,ZONEHVAC:LOWTEMPERATURERADIANT:ELECTRIC,TRUE
19,372,ZoneHVAC:LowTemperatureRadiant:SurfaceGroup,ZONEHVAC:LOWTEMPERATURERADIANT:SURFACEGROUP,TRUE
19,373,ZoneHVAC:HighTemperatureRadiant,ZONEHVAC:HIGHTEMPERATURERADIANT,TRUE
19,374,ZoneHVAC:VentilatedSlab,ZONEHVAC:VENTILATEDSLAB,TRUE
19,375,ZoneHVAC:VentilatedSlab:SlabGroup,ZONEHVAC:VENTILATEDSLAB:SLABGROUP,TRUE
19,376,ZoneHVAC:CoolingPanel:RadiantConvective:Water,ZONEHVAC:COOLINGPANEL:RADIANTCONVECTIVE:WATER,TRUE
20,377,AirTerminal:SingleDuct:Uncontrolled,AIRTERMINAL:SINGLEDUCT:UNCONTROLLED,TRUE
20,378,AirTerminal:SingleDuct:ConstantVolume:Reheat,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:REHEAT,TRUE
20,379,AirTerminal:SingleDuct:VAV:NoReheat,AIRTERMINAL:SINGLEDUCT:VAV:NOREHEAT,TRUE
20,380,AirTerminal:SingleDuct:VAV:Reheat,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT,TRUE
20,381,AirTerminal:SingleDuct:VAV:Reheat:VariableSpeedFan,AIRTERMINAL:SINGLEDUCT:VAV:REHEAT:VARIABLESPEEDFAN,TRUE
20,382,AirTerminal:SingleDuct:VAV:HeatAndCool:NoReheat,AIRTERMINAL:SINGLEDUCT:VAV:HEATANDCOOL:NOREHEAT,TRUE
20,383,AirTerminal:SingleDuct:VAV:HeatAndCool:Reheat,AIRTERMINAL:SINGLEDUCT:VAV:HEATANDCOOL:REHEAT,TRUE
20,384,AirTerminal:SingleDuct:SeriesPIU:Reheat,AIRTERMINAL:SINGLEDUCT:SERIESPIU:REHEAT,TRUE
20,385,AirTerminal:SingleDuct:ParallelPIU:Reheat,AIRTERMINAL:SINGLEDUCT:PARALLELPIU:REHEAT,TRUE
20,386,AirTerminal:SingleDuct:ConstantVolume:FourPipeInduction,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:FOURPIPEINDUCTION,TRUE
20,387,AirTerminal:SingleDuct:ConstantVolume:CooledBeam,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:COOLEDBEAM,TRUE
20,388,AirTerminal:DualDuct:ConstantVolume,AIRTERMINAL:DUALDUCT:CONSTANTVOLUME,TRUE
20,389,AirTerminal:DualDuct:VAV,AIRTERMINAL:DUALDUCT:VAV,TRUE
20,390,AirTerminal:DualDuct:VAV:OutdoorAir,AIRTERMINAL:DUALDUCT:VAV:OUTDOORAIR,TRUE
20,391,ZoneHVAC:AirDistributionUnit,ZONEHVAC:AIRDISTRIBUTIONUNIT,TRUE
20,392,AirTerminal:SingleDuct:InletSideMixer,AIRTERMINAL:SINGLEDUCT:INLETSIDEMIXER,TRUE
20,393,AirTerminal:SingleDuct:SupplySideMixer,AIRTERMINAL:SINGLEDUCT:SUPPLYSIDEMIXER,TRUE
20,394,AirTerminal:SingleDuct:ConstantVolume:FourPipeBeam,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:FOURPIPEBEAM,TRUE
20,395,AirTerminal:SingleDuct:Mixer,AIRTERMINAL:SINGLEDUCT:MIXER,TRUE
20,396,AirTerminal:SingleDuct:ConstantVolume:NoReheat,AIRTERMINAL:SINGLEDUCT:CONSTANTVOLUME:NOREHEAT,TRUE
21,397,ZoneHVAC:EquipmentList,ZONEHVAC:EQUIPMENTLIST,TRUE
21,398,ZoneHVAC:EquipmentConnections,ZONEHVAC:EQUIPMENTCONNECTIONS,FALSE
22,399,Fan:ConstantVolume,FAN:CONSTANTVOLUME,TRUE
22,400,Fan:VariableVolume,FAN:VARIABLEVOLUME,TRUE
22,401,Fan:OnOff,FAN:ONOFF,TRUE
22,402,Fan:ZoneExhaust,FAN:ZONEEXHAUST,TRUE
22,403,FanPerformance:NightVentilation,FANPERFORMANCE:NIGHTVENTILATION,FALSE
22,404,Fan:ComponentModel,FAN:COMPONENTMODEL,TRUE
22,405,Fan:SystemModel,FAN:SYSTEMMODEL,TRUE
23,406,Coil:Cooling:Water,COIL:COOLING:WATER,TRUE
23,407,Coil:Cooling:Water:DetailedGeometry,COIL:COOLING:WATER:DETAILEDGEOMETRY,TRUE
23,408,Coil:Cooling:DX:SingleSpeed,COIL:COOLING:DX:SINGLESPEED,TRUE
23,409,Coil:Cooling:DX:TwoSpeed,COIL:COOLING:DX:TWOSPEED,TRUE
23,410,Coil:Cooling:DX:MultiSpeed,COIL:COOLING:DX:MULTISPEED,TRUE
23,411,Coil:Cooling:DX:VariableSpeed,COIL:COOLING:DX:VARIABLESPEED,TRUE
23,412,Coil:Cooling:DX:TwoStageWithHumidityControlMode,COIL:COOLING:DX:TWOSTAGEWITHHUMIDITYCONTROLMODE,TRUE
23,413,CoilPerformance:DX:Cooling,COILPERFORMANCE:DX:COOLING,TRUE
23,414,Coil:Cooling:DX:VariableRefrigerantFlow,COIL:COOLING:DX:VARIABLEREFRIGERANTFLOW,TRUE
23,415,Coil:Heating:DX:VariableRefrigerantFlow,COIL:HEATING:DX:VARIABLEREFRIGERANTFLOW,TRUE
23,416,Coil:Heating:Water,COIL:HEATING:WATER,TRUE
23,417,Coil:Heating:Steam,COIL:HEATING:STEAM,TRUE
23,418,Coil:Heating:Electric,COIL:HEATING:ELECTRIC,TRUE
23,419,Coil:Heating:Gas,COIL:HEATING:GAS,TRUE
23,420,Coil:Heating:Electric:MultiStage,COIL:HEATING:ELECTRIC:MULTISTAGE,TRUE
23,421,Coil:Heating:Desuperheater,COIL:HEATING:DESUPERHEATER,TRUE
23,422,Coil:Heating:DX:SingleSpeed,COIL:HEATING:DX:SINGLESPEED,TRUE
23,423,Coil:Heating:Gas:MultiStage,COIL:HEATING:GAS:MULTISTAGE,TRUE
